PROV342;Whitecap Beach;Whitecap Beach;Whitecap Beach;;;;;;;;;x
PROV343;Big City;Big City;Big City;;;;;;;;;x
PROV344;Barrier Mountains;Barrier Mountains;Barrier Mountains;;;;;;;;;x
PROV345;Blooper Beach;Blooper Beach;Blooper Beach;;;;;;;;;x
PROV346;Boo Cemetery;Boo Cemetery;Boo Cemetery;;;;;;;;;x
PROV347;Boo's Horror Castle;Boo's Horror Castle;Boo's Horror Castle;;;;;;;;;x
PROV348;Castaway Bay;Castaway Bay;Castaway Bay;;;;;;;;;x
PROV349;Grand Canal;Grand Canal;Grand Canal;;;;;;;;;x
PROV350;Magma Mine;Magma Mine;Magma Mine;;;;;;;;;x
PROV351;Pagoda Peak;Pagoda Peak;Pagoda Peak;;;;;;;;;x
PROV352;Lower Perilous Palace Path;Lower Perilous Palace Path;Lower Perilous Palace Path;;;;;;;;;x
PROV353;Upper Perilous Palace Path;Upper Perilous Palace Path;Upper Perilous Palace Path;;;;;;;;;x
PROV354;Perilous Mountain;Perilous Mountain;Perilous Mountain;;;;;;;;;x
PROV355;Perilous Palace;Perilous Palace;Perilous Palace;;;;;;;;;x
PROV356;Pyramid Park;Pyramid Park;Pyramid Park;;;;;;;;;x
PROV357;Spiny Desert;Spiny Desert;Spiny Desert;;;;;;;;;x
PROV358;Thirsty Gulch;Thirsty Gulch;Thirsty Gulch;;;;;;;;;x
PROV359;Western Land;Western Land;Western Land;;;;;;;;;x
PROV360;Windmillville;Windmillville;Windmillville;;;;;;;;;x
PROV361;Woody Woods;Woody Woods;Woody Woods;;;;;;;;;x
PROV362;Baby Park;Baby Park;Baby Park;;;;;;;;;x
PROV363;Bone-Dry Dunes;Bone-Dry Dunes;Bone-Dry Dunes;;;;;;;;;x
PROV364;Boo Lake;Boo Lake;Boo Lake;;;;;;;;;x
PROV365;Cheep Cheep Beach;Cheep Cheep Beach;Cheep Cheep Beach;;;;;;;;;x
PROV366;Cheep-Cheep Island;Cheep-Cheep Island;Cheep-Cheep Island;;;;;;;;;x
PROV367;Desert Hills;Desert Hills;Desert Hills;;;;;;;;;x
PROV368;Dolphin Shoals;Dolphin Shoals;Dolphin Shoals;;;;;;;;;x
PROV369;Grumble Volcano;Grumble Volcano;Grumble Volcano;;;;;;;;;x
PROV370;Honeybee Hive;Honeybee Hive;Honeybee Hive;;;;;;;;;x
PROV371;Kalimari Desert;Kalimari Desert;Kalimari Desert;;;;;;;;;x
PROV372;Lakeside Park;Lakeside Park;Lakeside Park;;;;;;;;;x
PROV373;Mario Beach;Mario Beach;Mario Beach;;;;;;;;;x
PROV374;Shy Guy Beach;Shy Guy Beach;Shy Guy Beach;;;;;;;;;x
PROV375;Shy Guy Falls;Shy Guy Falls;Shy Guy Falls;;;;;;;;;x
PROV376;Sunset Wilds;Sunset Wilds;Sunset Wilds;;;;;;;;;x
PROV377;Thwomp Desert;Thwomp Desert;Thwomp Desert;;;;;;;;;x
PROV378;Thwomp Ruins;Thwomp Ruins;Thwomp Ruins;;;;;;;;;x
PROV379;Toad Harbour;Toad Harbour;Toad Harbour;;;;;;;;;x
PROV380;Twilight House;Twilight House;Twilight House;;;;;;;;;x
PROV381;Twisted Mansion;Twisted Mansion;Twisted Mansion;;;;;;;;;x
PROV382;Yoshi Falls;Yoshi Falls;Yoshi Falls;;;;;;;;;x
PROV383;Yoshi Valley;Yoshi Valley;Yoshi Valley;;;;;;;;;x
PROV384;Sunset Beach;Sunset Beach;Sunset Beach;;;;;;;;;x
PROV385;Shifting Sands;Shifting Sands;Shifting Sands;;;;;;;;;x
PROV386;Shy Guy Desert;Shy Guy Desert;Shy Guy Desert;;;;;;;;;x
PROV387;Wiggler Park;Wiggler Park;Wiggler Park;;;;;;;;;x
PROV388;Yoshi Lake;Yoshi Lake;Yoshi Lake;;;;;;;;;x
PROV389;Wario Dunes;Wario Dunes;Wario Dunes;;;;;;;;;x
PROV390;Crystal Canyon;Crystal Canyon;Crystal Canyon;;;;;;;;;x
PROV391;Fire Mountain;Fire Mountain;Fire Mountain;;;;;;;;;x
PROV392;Mystic Forest;Mystic Forest;Mystic Forest;;;;;;;;;x
PROV393;Sandstone Stroll;Sandstone Stroll;Sandstone Stroll;;;;;;;;;x
PROV394;Car Land;Car Land;Car Land;;;;;;;;;x
PROV395;Rebel Fort;Rebel Fort;Rebel Fort;;;;;;;;;x
PROV396;Crime Land;Crime Land;Crime Land;;;;;;;;;x
PROV397;Desert Kingdom;Desert Kingdom;Desert Kingdom;;;;;;;;;x
PROV398;Double Cross Ranch;Double Cross Ranch;Double Cross Ranch;;;;;;;;;x
PROV399;Grand Koopa Canyon;Grand Koopa Canyon;Grand Koopa Canyon;;;;;;;;;x
PROV400;Jungle Land;Jungle Land;Jungle Land;;;;;;;;;x
PROV401;Kingdom of Youth;Kingdom of Youth;Kingdom of Youth;;;;;;;;;x
PROV402;Linguine Land;Linguine Land;Linguine Land;;;;;;;;;x
PROV403;Sudden Death Valley;Sudden Death Valley;Sudden Death Valley;;;;;;;;;x
PROV404;Mushridge;Mushridge;Mushridge;;;;;;;;;x
PROV405;Mushroom Woods;Mushroom Woods;Mushroom Woods;;;;;;;;;x
PROV406;Mythis;Mythis;Mythis;;;;;;;;;x
PROV407;Rap Land;Rap Land;Rap Land;;;;;;;;;x
PROV408;Robo Land;Robo Land;Robo Land;;;;;;;;;x
PROV409;Rotunda Land;Rotunda Land;Rotunda Land;;;;;;;;;x
PROV410;Rotunda Castle;Rotunda Castle;Rotunda Castle;;;;;;;;;x
PROV411;Wild West;Wild West;Wild West;;;;;;;;;x
PROV412;Wunderland;Wunderland;Wunderland;;;;;;;;;x
PROV413;Grassy Greens;Grassy Greens;Grassy Greens;;;;;;;;;x
PROV414;Chilly Beach;Chilly Beach;Chilly Beach;;;;;;;;;x
PROV415;Cold Woods;Cold Woods;Cold Woods;;;;;;;;;x
PROV416;Jolly Plains;Jolly Plains;Jolly Plains;;;;;;;;;x
PROV417;Jolly Hills;Jolly Hills;Jolly Hills;;;;;;;;;x
PROV418;Jolly Fields;Jolly Fields;Jolly Fields;;;;;;;;;x
PROV419;Dry Bake Desert;Dry Bake Desert;Dry Bake Desert;;;;;;;;;x
PROV420;Yoshi Sphinx;Yoshi Sphinx;Yoshi Sphinx;;;;;;;;;x
PROV421;Sandshifter Ruins;Sandshifter Ruins;Sandshifter Ruins;;;;;;;;;x
PROV422;Damp Oasis;Damp Oasis;Damp Oasis;;;;;;;;;x
PROV423;Drybake Stadium;Drybake Stadium;Drybake Stadium;;;;;;;;;x
PROV424;Snow Rise;Snow Rise;Snow Rise;;;;;;;;;x
PROV425;Ice Flow;Ice Flow;Ice Flow;;;;;;;;;x
PROV426;The Enigmansion;The Enigmansion;The Enigmansion;;;;;;;;;x
PROV427;Shaved Ice Cave;Shaved Ice Cave;Shaved Ice Cave;;;;;;;;;x
PROV428;Whiteout Valley;Whiteout Valley;Whiteout Valley;;;;;;;;;x
PROV429;Snow Fort;Snow Fort;Snow Fort;;;;;;;;;x
PROV430;Shy Guy Jungle;Shy Guy Jungle;Shy Guy Jungle;;;;;;;;;x
PROV431;Jungle Rapids;Jungle Rapids;Jungle Rapids;;;;;;;;;x
PROV432;Long Fall Falls;Long Fall Falls;Long Fall Falls;;;;;;;;;x
PROV433;Chomp Ruins;Chomp Ruins;Chomp Ruins;;;;;;;;;x
PROV434;Rugged Road;Rugged Road;Rugged Road;;;;;;;;;x
PROV435;Rumble Volcano;Rumble Volcano;Rumble Volcano;;;;;;;;;x
PROV436;Gate Cliff;Gate Cliff;Gate Cliff;;;;;;;;;x
PROV437;Pipe Plains;Pipe Plains;Pipe Plains;;;;;;;;;x
PROV438;Pipe Hills;Pipe Hills;Pipe Hills;;;;;;;;;x
PROV439;Coin Plains;Coin Plains;Coin Plains;;;;;;;;;x
PROV440;Coin Cliffs;Coin Cliffs;Coin Cliffs;;;;;;;;;x
PROV441;Northern Grass Land Toad House;Northern Grass Land Toad House;Northern Grass Land Toad House;;;;;;;;;x
PROV442;Grass Land Fortress;Grass Land Fortress;Grass Land Fortress;;;;;;;;;x
PROV443;Grass Land Hills;Grass Land Hills;Grass Land Hills;;;;;;;;;x
PROV444;Grass Land Cliffs;Grass Land Cliffs;Grass Land Cliffs;;;;;;;;;x
PROV445;Southern Grass Land Toad House;Southern Grass Land Toad House;Southern Grass Land Toad House;;;;;;;;;x
PROV446;Grass Land Castle;Grass Land Castle;Grass Land Castle;;;;;;;;;x
PROV447;Pipe Ruins;Pipe Ruins;Pipe Ruins;;;;;;;;;x
PROV448;Desert Oasis;Desert Oasis;Desert Oasis;;;;;;;;;x
PROV449;Northern Desert Toad House;Northern Desert Toad House;Northern Desert Toad House;;;;;;;;;x
PROV450;Desert Land Fortress;Desert Land Fortress;Desert Land Fortress;;;;;;;;;x
PROV451;Pyramid Flats;Pyramid Flats;Pyramid Flats;;;;;;;;;x
PROV452;Western Desert Toad House;Western Desert Toad House;Western Desert Toad House;;;;;;;;;x
PROV453;Quicksand;Quicksand;Quicksand;;;;;;;;;x
PROV454;Palm Oasis;Palm Oasis;Palm Oasis;;;;;;;;;x
PROV455;Chomp Pyramids;Chomp Pyramids;Chomp Pyramids;;;;;;;;;x
PROV456;Pyramid Hill;Pyramid Hill;Pyramid Hill;;;;;;;;;x
PROV457;Desert Castle;Desert Castle;Desert Castle;;;;;;;;;x
PROV458;Bonus Ridge;Bonus Ridge;Bonus Ridge;;;;;;;;;x
PROV459;Southern Desert Toad House;Southern Desert Toad House;Southern Desert Toad House;;;;;;;;;x
PROV460;Ocean Side Castle;Ocean Side Castle;Ocean Side Castle;;;;;;;;;x
PROV461;Toad Islands;Toad Islands;Toad Islands;;;;;;;;;x
PROV462;Archipelago Fortress;Archipelago Fortress;Archipelago Fortress;;;;;;;;;x
PROV463;Dandy Pier;Dandy Pier;Dandy Pier;;;;;;;;;x
PROV464;Cheep Cheep Reef;Cheep Cheep Reef;Cheep Cheep Reef;;;;;;;;;x
PROV465;Misty Cove;Misty Cove;Misty Cove;;;;;;;;;x
PROV466;Misty Heights;Misty Heights;Misty Heights;;;;;;;;;x
PROV468;Sponge Hills;Sponge Hills;Sponge Hills;;;;;;;;;x
PROV469;Toad Sound;Toad Sound;Toad Sound;;;;;;;;;x
PROV470;Boss Bass Bay;Boss Bass Bay;Boss Bass Bay;;;;;;;;;x
PROV471;Peninsular Fortress;Peninsular Fortress;Peninsular Fortress;;;;;;;;;x
PROV472;Cheep Cheep Falls;Cheep Cheep Falls;Cheep Cheep Falls;;;;;;;;;x
PROV474;Southern Toad House;Southern Toad House;Southern Toad House;;;;;;;;;x
PROV475;Giant Wetlands;Giant Wetlands;Giant Wetlands;;;;;;;;;x
PROV476;Toad Peninsula;Toad Peninsula;Toad Peninsula;;;;;;;;;x
PROV477;Giant Pipeland;Giant Pipeland;Giant Pipeland;;;;;;;;;x
PROV478;Giant Caverns;Giant Caverns;Giant Caverns;;;;;;;;;x
PROV479;Coastal Fortress;Coastal Fortress;Coastal Fortress;;;;;;;;;x
PROV480;Giant Coral Cove;Giant Coral Cove;Giant Coral Cove;;;;;;;;;x
PROV481;Toad Point;Toad Point;Toad Point;;;;;;;;;x
PROV482;Island Fortress;Island Fortress;Island Fortress;;;;;;;;;x
PROV483;Gargantuan Hills;Gargantuan Hills;Gargantuan Hills;;;;;;;;;x
PROV484;Big Plains;Big Plains;Big Plains;;;;;;;;;x
PROV485;Western Giant Toad House;Western Giant Toad House;Western Giant Toad House;;;;;;;;;x
PROV486;Big Castle;Big Castle;Big Castle;;;;;;;;;x
PROV487;Chomp Stairway;Chomp Stairway;Chomp Stairway;;;;;;;;;x
PROV488;Cavern Hill;Cavern Hill;Cavern Hill;;;;;;;;;x
PROV489;Toad River;Toad River;Toad River;;;;;;;;;x
PROV490;Muncher Canyon;Muncher Canyon;Muncher Canyon;;;;;;;;;x
PROV491;River Manor;River Manor;River Manor;;;;;;;;;x
PROV492;Stairway to Heaven;Stairway to Heaven;Stairway to Heaven;;;;;;;;;x
PROV493;Coin Cloud Falls;Coin Cloud Falls;Coin Cloud Falls;;;;;;;;;x
PROV494;Donut Heights;Donut Heights;Donut Heights;;;;;;;;;x
PROV495;Cloud Toad House;Cloud Toad House;Cloud Toad House;;;;;;;;;x
PROV496;Cloudy Path;Cloudy Path;Cloudy Path;;;;;;;;;x
PROV497;Tall Heights;Tall Heights;Tall Heights;;;;;;;;;x
PROV498;Toad Heights;Toad Heights;Toad Heights;;;;;;;;;x
PROV499;Castle in the Clouds;Castle in the Clouds;Castle in the Clouds;;;;;;;;;x
PROV500;Sky Castle;Sky Castle;Sky Castle;;;;;;;;;x
PROV501;Shifting Clouds;Shifting Clouds;Shifting Clouds;;;;;;;;;x
PROV502;Cloud Stairway;Cloud Stairway;Cloud Stairway;;;;;;;;;x
PROV503;Ice Castle;Ice Castle;Ice Castle;;;;;;;;;x
PROV504;Ice Fortress;Ice Fortress;Ice Fortress;;;;;;;;;x
PROV505;Frigid Forest;Frigid Forest;Frigid Forest;;;;;;;;;x
PROV506;Ice Lake;Ice Lake;Ice Lake;;;;;;;;;x
PROV507;Thawed Hills;Thawed Hills;Thawed Hills;;;;;;;;;x
PROV508;Snowy Hills;Snowy Hills;Snowy Hills;;;;;;;;;x
PROV509;Icy Lake Fortress;Icy Lake Fortress;Icy Lake Fortress;;;;;;;;;x
PROV510;Ice Field;Ice Field;Ice Field;;;;;;;;;x
PROV511;Frozen Toad House;Frozen Toad House;Frozen Toad House;;;;;;;;;x
PROV512;Ice Caverns;Ice Caverns;Ice Caverns;;;;;;;;;x
PROV513;Icy Heights;Icy Heights;Icy Heights;;;;;;;;;x
PROV514;Northern Ice Fortress;Northern Ice Fortress;Northern Ice Fortress;;;;;;;;;x
PROV515;Snowy Heights;Snowy Heights;Snowy Heights;;;;;;;;;x
PROV516;Chilly Hills;Chilly Hills;Chilly Hills;;;;;;;;;x
PROV517;Toad Fjord;Toad Fjord;Toad Fjord;;;;;;;;;x
PROV518;Frosty Plains;Frosty Plains;Frosty Plains;;;;;;;;;x
PROV519;Northern Pipe Toad House;Northern Pipe Toad House;Northern Pipe Toad House;;;;;;;;;x
PROV520;Eastern Pipe Fort;Eastern Pipe Fort;Eastern Pipe Fort;;;;;;;;;x
PROV521;Pipe Maze Castle;Pipe Maze Castle;Pipe Maze Castle;;;;;;;;;x
PROV522;Pipe Pyramids;Pipe Pyramids;Pipe Pyramids;;;;;;;;;x
PROV523;Piranha Pipe Garden;Piranha Pipe Garden;Piranha Pipe Garden;;;;;;;;;x
PROV524;Muncher Gauntlet;Muncher Gauntlet;Muncher Gauntlet;;;;;;;;;x
PROV525;Pipe Chasm;Pipe Chasm;Pipe Chasm;;;;;;;;;x
PROV526;Western Pipe Fort;Western Pipe Fort;Western Pipe Fort;;;;;;;;;x
PROV527;Pipe Prison;Pipe Prison;Pipe Prison;;;;;;;;;x
PROV528;Pipe Reef;Pipe Reef;Pipe Reef;;;;;;;;;x
PROV529;Pipe Slopes;Pipe Slopes;Pipe Slopes;;;;;;;;;x
PROV530;Toad Pipe Island;Toad Pipe Island;Toad Pipe Island;;;;;;;;;x
PROV531;Southern Pipe Toad House;Southern Pipe Toad House;Southern Pipe Toad House;;;;;;;;;x
PROV532;Pipe Desert;Pipe Desert;Pipe Desert;;;;;;;;;x
PROV533;Pipe Caverns;Pipe Caverns;Pipe Caverns;;;;;;;;;x
PROV534;Lava Land;Lava Land;Lava Land;;;;;;;;;x
PROV535;Skull Land;Skull Land;Skull Land;;;;;;;;;x
PROV536;Dark World Fortress;Dark World Fortress;Dark World Fortress;;;;;;;;;x
PROV537;Skull Hills;Skull Hills;Skull Hills;;;;;;;;;x
PROV538;Skull Desert;Skull Desert;Skull Desert;;;;;;;;;x
PROV539;The Valley of Bowser;The Valley of Bowser;The Valley of Bowser;;;;;;;;;x
PROV540;Castle Bowser;Castle Bowser;Castle Bowser;;;;;;;;;x
PROV541;World-e Castle;World-e Castle;World-e Castle;;;;;;;;;x
PROV542;Red Toad Peninsula;Red Toad Peninsula;Red Toad Peninsula;;;;;;;;;x
PROV543;Blue Toad Woods;Blue Toad Woods;Blue Toad Woods;;;;;;;;;x
PROV544;Yellow Toad Bay;Yellow Toad Bay;Yellow Toad Bay;;;;;;;;;x
PROV545;Pecan Sands;Pecan Sands;Pecan Sands;;;;;;;;;x
PROV546;Banzai Bill's Mad Mountain;Banzai Bill's Mad Mountain;Banzai Bill's Mad Mountain;;;;;;;;;x
PROV547;Bowser Land;Bowser Land;Bowser Land;;;;;;;;;x
PROV548;Bowser's Enchanted Inferno;Bowser's Enchanted Inferno;Bowser's Enchanted Inferno;;;;;;;;;x
PROV549;Bowser's Magma Mountain;Bowser's Magma Mountain;Bowser's Magma Mountain;;;;;;;;;x
PROV550;Bowser's Peculiar Peak;Bowser's Peculiar Peak;Bowser's Peculiar Peak;;;;;;;;;x
PROV551;Clockwork Castle;Clockwork Castle;Clockwork Castle;;;;;;;;;x
PROV552;Infernal Tower;Infernal Tower;Infernal Tower;;;;;;;;;x
PROV553;Snowflake Lake;Snowflake Lake;Snowflake Lake;;;;;;;;;x
PROV554;Big Donut;Big Donut;Big Donut;;;;;;;;;x
PROV555;Block City;Block City;Block City;;;;;;;;;x
PROV556;Cookie Land;Cookie Land;Cookie Land;;;;;;;;;x
PROV557;Cheese Land;Cheese Land;Cheese Land;;;;;;;;;x
PROV558;Neo Bowser City;Neo Bowser City;Neo Bowser City;;;;;;;;;x
PROV559;Yoshi Desert;Yoshi Desert;Yoshi Desert;;;;;;;;;x
PROV560;Blooper Bay;Blooper Bay;Blooper Bay;;;;;;;;;x
PROV561;Bowser Badlands;Bowser Badlands;Bowser Badlands;;;;;;;;;x
PROV562;Tiny-Huge Island;Tiny-Huge Island;Tiny-Huge Island;;;;;;;;;x
PROV563;Thunder Island;Thunder Island;Thunder Island;;;;;;;;;x
PROV564;Seizures Palace;Seizures Palace;Seizures Palace;;;;;;;;;x
PROV565;Thump Castle;Thump Castle;Thump Castle;;;;;;;;;x
PROV567;Cannon Cove;Cannon Cove;Cannon Cove;;;;;;;;;x
PROV568;Fungusville;Fungusville;Fungusville;;;;;;;;;x
PROV569;Turtlevania;Turtlevania;Turtlevania;;;;;;;;;x
PROV570;Castle Koopula;Castle Koopula;Castle Koopula;;;;;;;;;x
PROV571;Down Under Land;Down Under Land;Down Under Land;;;;;;;;;x
PROV572;El Desert Land;El Desert Land;El Desert Land;;;;;;;;;x
PROV573;Lava Land;Lava Land;Lava Land;;;;;;;;;x
PROV574;Pirate Port;Pirate Port;Pirate Port;;;;;;;;;x
PROV575;Sayonara;Sayonara;Sayonara;;;;;;;;;x
PROV576;Victoria;Victoria;Victoria;;;;;;;;;x
PROV577;Trouter Bay;Trouter Bay;Trouter Bay;;;;;;;;;x
PROV578;Cloud Temple;Cloud Temple;Cloud Temple;;;;;;;;;x
PROV579;Bonus Desert;Bonus Desert;Bonus Desert;;;;;;;;;x
PROV580;Desert Coast;Desert Coast;Desert Coast;;;;;;;;;x
PROV581;Desolate Sands;Desolate Sands;Desolate Sands;;;;;;;;;x
PROV582;Dusty Coast;Dusty Coast;Dusty Coast;;;;;;;;;x
PROV583;Mirage Mountains;Mirage Mountains;Mirage Mountains;;;;;;;;;x
PROV584;Thick Palms;Thick Palms;Thick Palms;;;;;;;;;x
PROV585;Channel Sands;Channel Sands;Channel Sands;;;;;;;;;x
PROV586;Icy Bay;Icy Bay;Icy Bay;;;;;;;;;x
PROV587;Frigid Peninsula;Frigid Peninsula;Frigid Peninsula;;;;;;;;;x
PROV588;Frosty Foothills;Frosty Foothills;Frosty Foothills;;;;;;;;;x
PROV589;Frosty Peaks;Frosty Peaks;Frosty Peaks;;;;;;;;;x
PROV590;Icicle Coast;Icicle Coast;Icicle Coast;;;;;;;;;x
PROV591;Frigid Bay;Frigid Bay;Frigid Bay;;;;;;;;;x
PROV592;Cold Coast;Cold Coast;Cold Coast;;;;;;;;;x
PROV593;Snowball Mountain;Snowball Mountain;Snowball Mountain;;;;;;;;;x
PROV594;Sizzling Coast;Sizzling Coast;Sizzling Coast;;;;;;;;;x
PROV595;Dark Coast;Dark Coast;Dark Coast;;;;;;;;;x
PROV596;Skeleton Bay;Skeleton Bay;Skeleton Bay;;;;;;;;;x
PROV597;Shadowland;Shadowland;Shadowland;;;;;;;;;x
PROV598;Bowser Coast;Bowser Coast;Bowser Coast;;;;;;;;;x
PROV599;Koopa Ridge;Koopa Ridge;Koopa Ridge;;;;;;;;;x
PROV600;Dark Valley;Dark Valley;Dark Valley;;;;;;;;;x
PROV601;Red Cliffs;Red Cliffs;Red Cliffs;;;;;;;;;x
PROV602;Goomport;Goomport;Goomport;;;;;;;;;x
PROV603;Bonyard;Bonyard;Bonyard;;;;;;;;;x
PROV604;Trader's Bay;Trader's Bay;Trader's Bay;;;;;;;;;x
PROV605;Traitor's Bay;Traitor's Bay;Traitor's Bay;;;;;;;;;x
PROV606;City of Thieves;City of Thieves;City of Thieves;;;;;;;;;x
PROV607;Icy Heart Peak;Icy Heart Peak;Icy Heart Peak;;;;;;;;;x
PROV608;Rogueport;Rogueport;Rogueport;;;;;;;;;x
PROV609;Lower Boggly Woods;Lower Boggly Woods;Lower Boggly Woods;;;;;;;;;x
PROV610;The Great Tree;The Great Tree;The Great Tree;;;;;;;;;x
PROV611;Poshley Heights;Poshley Heights;Poshley Heights;;;;;;;;;x
PROV612;Petalburg;Petalburg;Petalburg;;;;;;;;;x
PROV613;Hooktail Castle;Hooktail Castle;Hooktail Castle;;;;;;;;;x
PROV614;Fahr Outpost;Fahr Outpost;Fahr Outpost;;;;;;;;;x
PROV615;Southern Fahr Ridge;Southern Fahr Ridge;Southern Fahr Ridge;;;;;;;;;x
PROV616;Middle Fahr Ridge;Middle Fahr Ridge;Middle Fahr Ridge;;;;;;;;;x
PROV617;Northern Fahr Ridge;Northern Fahr Ridge;Northern Fahr Ridge;;;;;;;;;x
PROV618;Creepy Stable;Creepy Stable;Creepy Stable;;;;;;;;;x
PROV619;Twilight Town;Twilight Town;Twilight Town;;;;;;;;;x
PROV620;Twilight Trail;Twilight Trail;Twilight Trail;;;;;;;;;x
PROV621;Twilight Woods;Twilight Woods;Twilight Woods;;;;;;;;;x
PROV622;Keelhaul Key;Keelhaul Key;Keelhaul Key;;;;;;;;;x
PROV623;Pirate's Grotto;Pirate's Grotto;Pirate's Grotto;;;;;;;;;x
PROV624;Faire Square;Faire Square;Faire Square;;;;;;;;;x
PROV625;Pirate's Dream;Pirate's Dream;Pirate's Dream;;;;;;;;;x
PROV626;Dire Dire Docks;Dire Dire Docks;Dire Dire Docks;;;;;;;;;x
PROV627;Hazy Maze Cave;Hazy Maze Cave;Hazy Maze Cave;;;;;;;;;x
PROV628;Jolly Roger Bay;Jolly Roger Bay;Jolly Roger Bay;;;;;;;;;x
PROV629;Wet-Dry World;Wet-Dry World;Wet-Dry World;;;;;;;;;x
PROV631;Mushville;Mushville;Mushville;;;;;;;;;x
PROV632;North Pole;North Pole;North Pole;;;;;;;;;x
PROV633;City of Traitors;City of Traitors;City of Traitors;;;;;;;;;x
PROV634;Penguin Paradise;Penguin Paradise;Penguin Paradise;;;;;;;;;x
PROV635;Twilight Vale;Twilight Vale;Twilight Vale;;;;;;;;;x
PROV636;Boggly Bay;Boggly Bay;Boggly Bay;;;;;;;;;x
PROV637;Silent Valley;Silent Valley;Silent Valley;;;;;;;;;x
PROV638;Petal Meadows;Petal Meadows;Petal Meadows;;;;;;;;;x
PROV639;Upper Boggly Woods;Upper Boggly Woods;Upper Boggly Woods;;;;;;;;;x
PROV640;Silent Mountains;Silent Mountains;Silent Mountains;;;;;;;;;x
PROV641;Icicle Town;Icicle Town;Icicle Town;;;;;;;;;x
PROV642;Boggly Reach;Boggly Reach;Boggly Reach;;;;;;;;;x
PROV643;Black Meadow;Black Meadow;Black Meadow;;;;;;;;;x
PROV644;Gray Glade;Gray Glade;Gray Glade;;;;;;;;;x
PROV645;Whitevale;Whitevale;Whitevale;;;;;;;;;x
PROV646;Moonlight Pass;Moonlight Pass;Moonlight Pass;;;;;;;;;x
PROV647;Last Refuge;Last Refuge;Last Refuge;;;;;;;;;x
PROV648;Ice Rift;Ice Rift;Ice Rift;;;;;;;;;x
PROV649;Crow's Rest;Crow's Rest;Crow's Rest;;;;;;;;;x
PROV650;Meloncholy Estuary;Meloncholy Estuary;Meloncholy Estuary;;;;;;;;;x
PROV651;Tylex Peak;Tylex Peak;Tylex Peak;;;;;;;;;x
PROV652;Starlight Hills;Starlight Hills;Starlight Hills;;;;;;;;;x
PROV653;Reindeer Run;Reindeer Run;Reindeer Run;;;;;;;;;x
PROV654;Bounty Harbor;Bounty Harbor;Bounty Harbor;;;;;;;;;x
PROV655;Night's Chill;Night's Chill;Night's Chill;;;;;;;;;x
PROV656;Meloncholy Fjord;Meloncholy Fjord;Meloncholy Fjord;;;;;;;;;x
PROV657;Snowfort Mountain;Snowfort Mountain;Snowfort Mountain;;;;;;;;;x
PROV658;Snow Cone Dome;Snow Cone Dome;Snow Cone Dome;;;;;;;;;x
PROV659;Avalanche Alley;Avalanche Alley;Avalanche Alley;;;;;;;;;x
PROV660;Bleak Peak;Bleak Peak;Bleak Peak;;;;;;;;;x
PROV661;Hush Valley;Hush Valley;Hush Valley;;;;;;;;;x
PROV662;Mushroom Castle;Mushroom Castle;Mushroom Castle;;;;;;;;;x
PROV663;Mario's Pad;Mario's Pad;Mario's Pad;;;;;;;;;x
PROV664;Mushroom Way;Mushroom Way;Mushroom Way;;;;;;;;;x
PROV665;Bandit's Way;Bandit's Way;Bandit's Way;;;;;;;;;x
PROV666;Mushroom Mountains;Mushroom Mountains;Mushroom Mountains;;;;;;;;;x
PROV667;King's Pass;King's Pass;King's Pass;;;;;;;;;x
PROV668;Crownwood Forest;Crownwood Forest;Crownwood Forest;;;;;;;;;x
PROV669;Mushroom Harbour;Mushroom Harbour;Mushroom Harbour;;;;;;;;;x
PROV670;Crown Bay;Crown Bay;Crown Bay;;;;;;;;;x
PROV671;Hightop Flats;Hightop Flats;Hightop Flats;;;;;;;;;x
PROV672;Grand Staircase;Grand Staircase;Grand Staircase;;;;;;;;;x
PROV673;Icewater Bay;Icewater Bay;Icewater Bay;;;;;;;;;x
PROV674;Square Shore;Square Shore;Square Shore;;;;;;;;;x
PROV675;Mushroom Thicket;Mushroom Thicket;Mushroom Thicket;;;;;;;;;x
PROV676;Kero Sewers;Kero Sewers;Kero Sewers;;;;;;;;;x
PROV677;Midas River;Midas River;Midas River;;;;;;;;;x
PROV678;Tadpole Pond;Tadpole Pond;Tadpole Pond;;;;;;;;;x
PROV679;Rose Way;Rose Way;Rose Way;;;;;;;;;x
PROV680;Rose Town;Rose Town;Rose Town;;;;;;;;;x
PROV681;Pipe Vault;Pipe Vault;Pipe Vault;;;;;;;;;x
PROV682;Rose Forest Maze;Rose Forest Maze;Rose Forest Maze;;;;;;;;;x
PROV683;Shore Forest Maze;Shore Forest Maze;Shore Forest Maze;;;;;;;;;x
PROV684;Deep Forest Maze;Deep Forest Maze;Deep Forest Maze;;;;;;;;;x
PROV685;Mole Mountain;Mole Mountain;Mole Mountain;;;;;;;;;x
PROV686;Booster Tower;Booster Tower;Booster Tower;;;;;;;;;x
PROV687;Booster Hill;Booster Hill;Booster Hill;;;;;;;;;x
PROV688;Booster Pass;Booster Pass;Booster Pass;;;;;;;;;x
PROV689;Marrymore;Marrymore;Marrymore;;;;;;;;;x
PROV690;Boulder Field;Boulder Field;Boulder Field;;;;;;;;;x
PROV691;Booster Field;Booster Field;Booster Field;;;;;;;;;x
PROV692;Granite Flats;Granite Flats;Granite Flats;;;;;;;;;x
