#######################################################
#      TURTLESHROOM PRODUCTIOSN PROUDLY PRESENTS      #
# SUPER MARIO MOD COUNTY-LEVEL PROVINCES LOCALIZATION #
#######################################################
c_giant_coral_cave;Huge Coral Cave;;;;;;;;;;x
c_toad_point;Big Toad Point;;;;;;;;;;x
c_island_fortress;Big Island Fortress;;;;;;;;;;x
c_gargantuan_hills;Gargantuan Hills;;;;;;;;;;x
c_big_plains;Big Plains;;;;;;;;;;x
c_western_giant_toad_house;Western Grand Toad House;;;;;;;;;;x
c_big_castle;Giant Land Castle;;;;;;;;;;x
c_chomp_stairway;Chomp Stairs;;;;;;;;;;x
c_cavern_hill;Cavern Hill;;;;;;;;;;x
c_toad_river;Toad River;;;;;;;;;;x
c_muncher_canyon;Muncher Canyon;;;;;;;;;;x
c_river_manor;River Redoubt;;;;;;;;;;x
c_stairway_to_heaven;Stairway to Heaven;;;;;;;;;;x
c_coin_cloud_falls;Coin Cloud Falls;;;;;;;;;;x
c_donut_heights;Doughnut Heights;;;;;;;;;;x
c_cloud_toad_house;Cloud Toad House;;;;;;;;;;x
c_cloudy_path;Cloudy Path;;;;;;;;;;x
c_toad_heights;Toad Heights;;;;;;;;;;x
c_castle_in_the_clouds;Bastion of the Clouds;;;;;;;;;;x
c_sky_castle;Sky Land Castle;;;;;;;;;;x
c_shifting_clouds;Shifting Clouds;;;;;;;;;;x
c_cloud_stairway;Cloud Stairway;;;;;;;;;;x
c_ice_castle;Ice Land Castle;;;;;;;;;;x
c_ice_fortress;Shivering Fortress;;;;;;;;;;x
c_frigid_forest;Shivering Woods;;;;;;;;;;x
c_ice_lake;Frosty Lake;;;;;;;;;;x
c_thawed_hills;Thaw Hills;;;;;;;;;;x
c_snowy_hills;Snowy Hills;;;;;;;;;;x
c_icy_lake_fortress;Icy Fortress;;;;;;;;;;x
c_frozen_toad_house;Ice Cold Toad House;;;;;;;;;;x
c_ice_caverns;Ice Caverns;;;;;;;;;;x
c_icy_heights;Icy Heights;;;;;;;;;;x
c_northern_ice_fortress;Northern Ice Fortress;;;;;;;;;;x
c_snowy_heights;Snowy Heights;;;;;;;;;;x
c_chilly_hills;Chilly Hills;;;;;;;;;;x
c_toad_fjord;Toad Fjord;;;;;;;;;;x
c_frosty_plains;Windswept Plains;;;;;;;;;;x
c_northern_pipe_toad_house;Northern Pipe Toad House;;;;;;;;;;x
c_pipe_maze_castle;Pipe Land Castle;;;;;;;;;;x
c_pipe_pyramids;Pipe Pyramids;;;;;;;;;;x
c_piranha_pipe_gardens;Piranha Pipe Gardens;;;;;;;;;;x
c_muncher_gauntlet;Muncher Gauntlet;;;;;;;;;;x
c_pipe_chasm;Pipe Chasm;;;;;;;;;;x
c_western_pipe_fort;Western Pipe Fort;;;;;;;;;;x
c_pipe_prison;Pipe Prison;;;;;;;;;;x
c_pipe_reef;Pipe Reef;;;;;;;;;;x
c_pipe_slopes;Pipe Slopes;;;;;;;;;;x
c_southern_pipe_toad_house;Southern Pipe Toad House;;;;;;;;;;x
c_pipe_desert;Pipe Desert;;;;;;;;;;x
c_pipe_caverns;Pipe Caverns;;;;;;;;;;x
c_lava_land;Lava Sea;;;;;;;;;;x
c_skull_land;Skull Proving Grounds;;;;;;;;;;x
c_dark_world_fortress;Bastion of Bowser;;;;;;;;;;x
c_skull_hills;Skull Hills;;;;;;;;;;x
c_skull_desert;Skull Desert;;;;;;;;;;x
c_the_valley_of_bowser;Valley of Bowser;;;;;;;;;;x
c_castle_bowser;Castle Bowser;;;;;;;;;;x
c_world_e_castle;World-E Castle;;;;;;;;;;x
c_red_toad_peninsula;Red Toad Peninsula;;;;;;;;;;x
c_blue_toad_woods;Blue Toad Woods;;;;;;;;;;x
c_yellow_toad_bay;Yellow Toad Bay;;;;;;;;;;x
c_pecan_sands;Pecan Sands;;;;;;;;;;x
c_banzai_bills_mad_mountain;Banzai-Mad Mountain;;;;;;;;;;x
c_bowser_land;Bowser Land;;;;;;;;;;x
c_bowsers_enchanted_inferno;Bowser's Enchanted Inferno;;;;;;;;;;x
c_bowsers_magma_mountain;Magma Mountain;;;;;;;;;;x
c_bowsers_peculiar_peak;Peculiar Peak;;;;;;;;;;x
c_clockwork_castle;Clockwork Castle;;;;;;;;;;x
c_infernal_tower;Infernal Tower;;;;;;;;;;x
c_snowflake_lake;Snowflake Lake;;;;;;;;;;x
c_big_donut;Big Doughnut;;;;;;;;;;x
c_block_city;Block City;;;;;;;;;;x
c_cookie_land;Cookie Land;;;;;;;;;;x
c_cheese_land;Cheese Land;;;;;;;;;;x
c_neo_bowser_city;Neo-Bowser City;;;;;;;;;;x
c_yoshi_desert;Yoshi Desert;;;;;;;;;;x
c_blooper_bay;Blooper Bay;;;;;;;;;;x
c_bowser_badlands;Bowser Badlands;;;;;;;;;;x
c_tiny_huge_island;Tiny/Huge Island;;;;;;;;;;x
c_thunder_island;Thunder Island;;;;;;;;;;x
c_seizures_palace;Seizures Palace;;;;;;;;;;x
c_thump_castle;Thump Castle;;;;;;;;;;x
c_koopabiza;Koopabiza;;;;;;;;;;x
c_cannon_cove;Cannon Cove;;;;;;;;;;x
c_fungusville;Fungusville;;;;;;;;;;x
c_turtlevania;Turtlevania;;;;;;;;;;x
c_castle_koopula;Castle Koopula;;;;;;;;;;x
c_down_under_land;Down-Under Land;;;;;;;;;;x
c_el_desert_land;El Desierto;;;;;;;;;;x
c_lava_land;Lava Land;;;;;;;;;;x - DUPLICATE
c_pirate_port;Pirate Port;;;;;;;;;;x
c_sayonara;Sayonara;;;;;;;;;;x
c_victoria;Victoria;;;;;;;;;;x
c_trouter_bay;Trouter Bay;;;;;;;;;;x
c_cloud_temple;Cloud Temple;;;;;;;;;;x
c_bonus_desert;Bonus Desert;;;;;;;;;;x
c_desert_coast;Desert Coast;;;;;;;;;;x
c_mirage_mountains;Mirage Mountains;;;;;;;;;;x
c_thick_palms;Thick Palms;;;;;;;;;;x
c_channel_sands;Channel Sands;;;;;;;;;;x
c_icy_bay;Icy Bay;;;;;;;;;;x
c_frigid_peninsula;Frigid Peninsula;;;;;;;;;;x
c_frosty_foothills;Frosty Foothills;;;;;;;;;;x
c_frosty_peaks;Frosty Peaks;;;;;;;;;;x
c_icicle_coast;Icicle Coast;;;;;;;;;;x
c_frigid_bay;Frigid Bay;;;;;;;;;;x
c_cold_coast;Cold Coast;;;;;;;;;;x
c_snowball_mountain;Snowball Mountain;;;;;;;;;;x
c_sizzling_coast;Sizzling Coast;;;;;;;;;;x
c_dark_coast;Dark Coast;;;;;;;;;;x
c_skeleton_bay;Skeleton Bay;;;;;;;;;;x
c_shadowland;Shadowland;;;;;;;;;;x
c_bowser_coast;Bowser Coast;;;;;;;;;;x
c_koopa_ridge;Koopa Ridge;;;;;;;;;;x
c_red_cliffs;Red Cliffs;;;;;;;;;;x
c_goomport;Goomport;;;;;;;;;;x
c_bonyard;Bonyard;;;;;;;;;;x
c_traders_bay;Traders' Bay;;;;;;;;;;x
c_traitors_bay;Traitors' Bay;;;;;;;;;;x
c_city_of_thieves;City of Thieves;;;;;;;;;;x
c_icy_heart_peak;Icy Heart Peak;;;;;;;;;;x
c_rogueport;Rogueport;;;;;;;;;;x
c_lower_boggly_woods;Lesser Boggly Woods;;;;;;;;;;x
c_the_great_tree;The Great Tree;;;;;;;;;;x
c_poshley_heights;Poshley Heights;;;;;;;;;;x
c_petalburg;Petalburg;;;;;;;;;;x
c_hooktail_castle;Hooktail;;;;;;;;;;x
c_fahr_outpost;Fahr Outpost;;;;;;;;;;x
c_southern_fahr_ridge;Southern Fahr Ridge;;;;;;;;;;x
c_middle_fahr_ridge;Central Fahr Ridge;;;;;;;;;;x
c_northern_fahr_ridge;Northern Fahr Ridge;;;;;;;;;;x
c_creepy_steeple;Creepy Steeple;;;;;;;;;;x
c_twilight_town;Twilight Town;;;;;;;;;;x
c_twilight_trail;Twilight Trail;;;;;;;;;;x
c_twilight_woods;Twilight Woods;;;;;;;;;;x
c_keelhaul_key;Keelhaul Key;;;;;;;;;;x
c_pirates_grotto;Pirates' Grotto;;;;;;;;;;x
c_faire_square;Faire Square;;;;;;;;;;x
c_pirates_dream;Pirates' Dream;;;;;;;;;;x
c_dire_dire_docks;Dire Dire Docks;;;;;;;;;;x
c_hazy_maze_cave;Haze Maze Cave;;;;;;;;;;x
c_jolly_roger_bay;Jolly Rodger Bay;;;;;;;;;;x
c_wet_dry_world;Wet/Dry World;;;;;;;;;;x
c_twilight_city;Twilight City;;;;;;;;;;x
c_mushville;Mushville;;;;;;;;;;x
c_north_pole;Geographic North Pole;;;;;;;;;;x
c_city_of_traitors;City of Traitors;;;;;;;;;;x
c_penguin_paradise;Penguin Paradise;;;;;;;;;;x
c_twilight_vale;Twilight Vale;;;;;;;;;;x
c_boggly_bay;Boggly Bay;;;;;;;;;;x
c_silent_valley;Silent Valley;;;;;;;;;;x
c_petal_meadows;Petal Meadows;;;;;;;;;;x
c_upper_boggly_woods;Greater Boggly Woods;;;;;;;;;;x
c_silent_mountains;Silent Mountains;;;;;;;;;;x
c_icicle_town;Icicle Town;;;;;;;;;;x
c_boggly_reach;Boggly Reach;;;;;;;;;;x
c_black_meadow;Black Meadow;;;;;;;;;;x
c_gray_glade;Gray Glade;;;;;;;;;;x
c_whitevale;Whitevale;;;;;;;;;;x
c_moonlight_pass;Moonlight Pass;;;;;;;;;;x
c_last_refuge;Last Refuge;;;;;;;;;;x
c_ice_rift;Ice Rift;;;;;;;;;;x
c_crows_rest;Crows' Rest;;;;;;;;;;x
c_meloncholy_estuary;Meloncholy Estuary;;;;;;;;;;x
c_starlight_hills;Starlight Hills;;;;;;;;;;x
c_reindeer_run;Reindeer Run;;;;;;;;;;x
c_bounty_harbour;Bounty Harbor;;;;;;;;;;x
c_nights_chill;The Night's Chill;;;;;;;;;;x
c_meloncholy_fjord;Melancholy Fjord;;;;;;;;;;x
c_snowfort_mountain;Snowfort Mountain;;;;;;;;;;x
c_snow_cone_dome;Snow Cone Dome;;;;;;;;;;x
c_avalance_alley;Avalanche Alley;;;;;;;;;;x
c_bleak_peak;Bleak Peak;;;;;;;;;;x
c_hush_valley;Hush Valley;;;;;;;;;;x
c_mushroom_castle;Mushroom Castle;;;;;;;;;;x
c_marios_pad;Mario's House;;;;;;;;;;x
c_mushroom_way;Mushroom Way;;;;;;;;;;x
c_bandits_way;Bandits' Way;;;;;;;;;;x
c_mushroom_mountains;Mushroom Mountains;;;;;;;;;;x
c_kings_pass;King's Pass;;;;;;;;;;x
c_crownwood_forest;Crownwood Forest;;;;;;;;;;x
c_mushroom_harbour;Mushroom Harbor;;;;;;;;;;x
c_crown_bay;Crown Bay;;;;;;;;;;x
c_hightop_flats;Hightop Flats;;;;;;;;;;x
c_grand_staircase;Grand Staircase;;;;;;;;;;x
c_icewater_bay;Icewater Bay;;;;;;;;;;x
c_square_shore;Square Shore;;;;;;;;;;x
c_mushroom_thicket;Mushroom Thicket;;;;;;;;;;x
c_kero_sewers;Kero Sewers;;;;;;;;;;x
c_midas_river;Midas River;;;;;;;;;;x
c_tadpole_pond;Tadpole Pond;;;;;;;;;;x
c_rose_way;Rose Way;;;;;;;;;;x
c_rose_town;Rose Town;;;;;;;;;;x
c_pipe_vault;Pipe Vault;;;;;;;;;;x
c_rose_forest_maze;Rose Forest Maze;;;;;;;;;;x
c_shore_forest_maze;Shore Forest Maze;;;;;;;;;;x
c_deep_forest_maze;Deep Forest Maze;;;;;;;;;;x
c_mole_mountain;Mole Mountain;;;;;;;;;;x
c_booster_tower;Booster Tower;;;;;;;;;;x
c_booster_hill;Booster Hill;;;;;;;;;;x
c_booster_pass;Booster Pass;;;;;;;;;;x
c_marrymore;Marrymore;;;;;;;;;;x
c_boulder_field;Boulder Field;;;;;;;;;;x
c_granite_flats;Granite Flats;;;;;;;;;;x
c_southport;Southport;;;;;;;;;;x
c_smugglers_bay;Smugglers' Bay;;;;;;;;;;x
c_mole_harbour;Mole Harbor;;;;;;;;;;x
c_star_hill;Star Hill;;;;;;;;;;x
c_seaside_town;Seaside Town;;;;;;;;;;x
c_seaside_town_castle;Seaside Fortress;;;;;;;;;;x
c_salty_path;Salty Path;;;;;;;;;;x
c_salty_beach;Salty Beach;;;;;;;;;;x
c_rolling_flatts;Rolling Flats;;;;;;;;;;x
c_lightning_bay;Lightning Bay;;;;;;;;;;x
c_harbour_hold;Harbor Hold;;;;;;;;;;x
c_rocky_fields;Rocky Fields;;;;;;;;;;x
c_freshwater_beach;Freshwater Beach;;;;;;;;;;x
c_monstro_town;Monstro Town;;;;;;;;;;x
c_lands_end;Lands' End;;;;;;;;;;x
c_bean_valley;Bean Valley;;;;;;;;;;x
c_nimbus_valley;Nimbus Valley;;;;;;;;;;x
c_belome_temple;Belome Temple;;;;;;;;;;x
c_cliff_of_beasts;Cliff of Beasts;;;;;;;;;;x
c_shadow_bay;Shadow Bay;;;;;;;;;;x
c_sunrise_coast;Sunrise Coast;;;;;;;;;;x
c_savage_heights;Savage Heights;;;;;;;;;;x
c_long_fall_cliffs;Long Fall Cliffs;;;;;;;;;;x
c_tower_of_sand;Tower of Sand;;;;;;;;;;x
c_quartz_crag;Quartz Crag;;;;;;;;;;x
c_mouth_of_the_barrel;Mouth of the Barrel;;;;;;;;;;x
c_sulphur_coast;Sulphur Coast;;;;;;;;;;x
c_potash_bay;Potash Bay;;;;;;;;;;x
c_burning_bush;Burning Bush;;;;;;;;;;x
c_ashen_slope;Ashen Slope;;;;;;;;;;x
c_choking_cliffs;Choking Cliffs;;;;;;;;;;x
c_black_beach;Black Beach;;;;;;;;;;x
c_caldera_cliff;Caldera Cliff;;;;;;;;;;x
c_barrel_slope;Barrel Slope;;;;;;;;;;x
c_lava_hill;Lava Hill;;;;;;;;;;x
c_vista_hill;Vista Hill;;;;;;;;;;x
c_bowsers_keep;Bowser's Keep;;;;;;;;;;x
c_teeth_islands;Teeth Islands;;;;;;;;;;x
c_bowser_bay;Bowser Bay;;;;;;;;;;x
c_koopa_bay;Koopa Bay;;;;;;;;;;x
c_frostbite_islands;Frostbite Islands;;;;;;;;;;x
c_koopa_cape;Koopa Cape;;;;;;;;;;x - POSSIBLE DUPLICATE
c_tranquil_bay;Tranquil Bay;;;;;;;;;;x
c_redstone_reach;Redstone Beach;;;;;;;;;;x
c_icy_claw;Icy Claw;;;;;;;;;;x
c_dagger_coast;Dagger Coast;;;;;;;;;;x
c_shattered_anchor;Shattered Anchorage;;;;;;;;;;x
c_spikeline_shoreline;Spikeline Shoreline;;;;;;;;;;x
c_flaming_harbour;Flaming Harbor;;;;;;;;;;x
c_barren_badlands;Barren Badlands;;;;;;;;;;x
c_lost_caves;Lost Caves;;;;;;;;;;x
c_the_shadowlands;Shadowlands;;;;;;;;;;x
c_the_turtles_spine;The Turtle's Spine;;;;;;;;;;x
c_thousand_needles;Thousand Needles;;;;;;;;;;x
c_yoster_island;Yo'ster Island;;;;;;;;;;x
c_cool_cool_mountain;Cool Cool Mountain;;;;;;;;;;x
c_cold_cold_forest;Cold Cold Forest;;;;;;;;;;x
c_raging_ravine;Raging Ravine;;;;;;;;;;x
c_ice_castle;Ice Castle;;;;;;;;;;x
c_sherbert_land;Sherbert Land;;;;;;;;;;x - DUPLICATE
c_snowland;Snowland;;;;;;;;;;x
c_lethal_lava_land;Lethal Lava Land;;;;;;;;;;x
c_snowmans_land;Snowman's Land;;;;;;;;;;x
c_cubyrinth;Cubyrinth;;;;;;;;;;x
c_frostown;Frostown;;;;;;;;;;x
c_icepeak;Icepeak;;;;;;;;;;x
c_polastraits;Polastraits;;;;;;;;;;x
c_sparkleton;Sparkleton;;;;;;;;;;x
c_christmas_village;Christmas Village;;;;;;;;;;x
c_goomstar_temple;Goomstar Temple;;;;;;;;;;x
c_infernum;Infernum;;;;;;;;;;x
c_frosty_frontier;Frosty Frontier;;;;;;;;;;x
c_frostbite_mountain;Frostbite Mountain;;;;;;;;;;x
c_iceberg_alley;Iceberg Alley;;;;;;;;;;x
c_lethal_lava_volcano;Lethal Lava Volcano;;;;;;;;;;x
c_silly_cliff;Silly Cliff;;;;;;;;;;x
c_icy_cool_forest;Icy Cool Forest;;;;;;;;;;x
c_frosty_field;Frosty Field;;;;;;;;;;x
c_biting_slopes;Biting Slopes;;;;;;;;;;x
c_sulphur_fields;Sulphur Fields;;;;;;;;;;x
c_bitter_cold_glacier;Bitter Cold Glacier;;;;;;;;;;x
c_penguin_village;Penguin Village;;;;;;;;;;x
c_bundle_up_bay;Bundleup Bay;;;;;;;;;;x
c_blizzardy_badlands;Blizzard Badlands;;;;;;;;;;x
c_pyramid_plains;Pyramid Plains;;;;;;;;;;x
c_palm_pyramids;Palm Pyramids;;;;;;;;;;x
c_sphinx_caverns;Sphinx Caverns;;;;;;;;;;x
c_bamboo_forest;Bamboo Forest;;;;;;;;;;x
c_sky_mountain_pass;Sky Mountain Pass;;;;;;;;;;x
c_sarasa_palace;Sarasa Palace;;;;;;;;;;x
c_coral_cove;Coral Cove;;;;;;;;;;x
c_calm_coast;Calm Coast;;;;;;;;;;x
c_pearl_beach;Pearl Beach;;;;;;;;;;x
c_moai_flats;Moai Flats;;;;;;;;;;x
c_easton_caves;Easton Caves;;;;;;;;;;x
c_tiki_forest;Tiki Forest;;;;;;;;;;x
c_upper_awazon;Upper Awazon;;;;;;;;;;x
c_lower_awazon;Lower Awazon;;;;;;;;;;x
c_deep_mines;Deep Mines;;;;;;;;;;x
c_shimmer_bank;Shimmer Bank;;;;;;;;;;x
c_awazon_estuary;Awazon Estuary;;;;;;;;;;x
c_sifters_island;Sifter's Island;;;;;;;;;;x
c_dense_awazon_jungle;Dense Awazon Jungle;;;;;;;;;;x
c_awazon_plateau;Awazon Plateau;;;;;;;;;;x
c_golden_pyramid;Golden Pyramid;;;;;;;;;;x
c_daisy_circuit;Daisy Circuit;;;;;;;;;;x
c_daisy_hills;Daisy Hills;;;;;;;;;;x
c_flowerkoku;Flowerkoku;;;;;;;;;;x
c_georges_gorge;George's Gorge;;;;;;;;;;x
c_salt_coast;Salt Coast;;;;;;;;;;x
c_copper_coast;Copper Coast;;;;;;;;;;x
c_gold_coast;Gold Coast;;;;;;;;;;x
c_iron_coast;Iron Coast;;;;;;;;;;x
c_spice_coast;Spice Coast;;;;;;;;;;x
c_easton_range;Easton Range;;;;;;;;;;x
c_tiki_town;Tiki Town;;;;;;;;;;x
c_awazon_coast;Awazon Coast;;;;;;;;;;x
c_wildflower_mountain;Wildflower Mountain;;;;;;;;;;x
c_kong_village;Kong Village;;;;;;;;;;x
c_kongo_jungle;Kongo Jungle;;;;;;;;;;x
c_monkey_mines;Monkey Mines;;;;;;;;;;x
c_vine_valley;Vine Valley;;;;;;;;;;x
c_gorilla_glacier;Gorilla Glacier;;;;;;;;;;x
c_kreamkroc_industries;Kremkroc;;;;;;;;;;x
c_chimp_caverns;Chimp Caverns;;;;;;;;;;x
c_banana_fairy_island;Banana Fairy Island;;;;;;;;;;x
c_bonus_islands;Bonus Islands;;;;;;;;;;x
c_sun_sun_island;Sun Sun Island;;;;;;;;;;x
c_lost_island;Lost Island;;;;;;;;;;x
c_ghost_island;Ghost Island;;;;;;;;;;x
c_chill_char_island;Chillchar Island;;;;;;;;;;x
c_high_high_island;High High Island;;;;;;;;;;x
c_dawn_savannah;Dawn Savannah;;;;;;;;;;x
c_jungle_deeps;Jungle Deeps;;;;;;;;;;x
c_silver_snow_peak;Silver Snow Peak;;;;;;;;;;x
c_sky_garden;Sky Garden;;;;;;;;;;x
c_mokeyfest;Monkeyfest;;;;;;;;;;x
c_desert_oasis;Desert Oasis;;;;;;;;;;x - DUPLICATE
c_massive_canyon;Massive Canyon;;;;;;;;;;x
c_ice_warren;Icewarren;;;;;;;;;;x
c_helibird_nest;Helibird Nest;;;;;;;;;;x
c_spirit_tree;Spirit Tree;;;;;;;;;;x
c_rumble_falls;Rumble Falls;;;;;;;;;;x
c_pristine_sea;Pristine Sea;;;;;;;;;;x
c_chopperbird_race;Chopper Bird Race;;;;;;;;;;x
c_cactus_mine;Cactus Mine;;;;;;;;;;x
c_sweet_paradise;Sweet Paradise;;;;;;;;;;x
c_primeval_ruins;Primeval Ruins;;;;;;;;;;x
c_aurora_glacier;Aurora Glacier;;;;;;;;;;x
c_grim_volcano;Grim Volcano;;;;;;;;;;x
c_arctic_plunge;Arctic Plunge;;;;;;;;;;x
c_ancient_foundry;Ancient Foundry;;;;;;;;;;x
c_iguanagon_realm;Iguanagon Realm;;;;;;;;;;x
c_banshee_swamp;Banshee Swamp;;;;;;;;;;x
c_storm_hill;Storm Hill;;;;;;;;;;x
c_aerie_fortress;Aerie Fortress;;;;;;;;;;x
c_deep_sea_sprint;Deep Sea Sprint;;;;;;;;;;x
c_clock_tower;Clock Tower;;;;;;;;;;x
c_helibird_dash;Helibird Dash;;;;;;;;;;x
c_lava_cavern;Lava Cavern;;;;;;;;;;x
c_cloudy_heights;Cloudy Heights;;;;;;;;;;x
c_magma_colliseum;Magma Colliseum;;;;;;;;;;x
c_ninjape_rally;Ninjape Rally;;;;;;;;;;x
c_asteroid_belt;Meteoric Way;;;;;;;;;;x
c_crocodile_cauldron;Crocodile Cauldron;;;;;;;;;;x
c_krem_quay;Kremquay;;;;;;;;;;x
c_krazy_kremland;Krazy Kremland;;;;;;;;;;x
c_gloomy_gulch;Gloomy Gulch;;;;;;;;;;x
c_k_rools_keep;K. Rool's Keep;;;;;;;;;;x
c_lost_world;Lost World;;;;;;;;;;x
c_lake_orangatanga;Lake Orangatanga
c_kremwood_forest;Kremwood Forest;;;;;;;;;;x
c_mekanos;Mekanos;;;;;;;;;;x
c_cotton_top_cove;Cottontop Cove;;;;;;;;;;x
c_k3;K-3;;;;;;;;;;x
c_razor_ridge;Razor Ridge;;;;;;;;;;x - POSSIBLE DUPLICATE
c_kaos_kore;Kaos' Kore;;;;;;;;;;x
c_pacifica;Pacifica;;;;;;;;;;x
c_krematoa;Krematoa;;;;;;;;;;x
c_cape_codswallop;Cape Codswallop;;;;;;;;;;x
c_ford_knocks;Ford Knocks;;;;;;;;;;x
c_mill_hill;Mill Hill;;;;;;;;;;x
c_koco_channel;Koco Channel;;;;;;;;;;x
c_primate_plains;Primate Plains;;;;;;;;;;x
c_minkey_woods;Minkey Woods;;;;;;;;;;x
c_black_ice;Black Ice Mountain;;;;;;;;;;x
c_riverbank_mill;Riverbank Mill;;;;;;;;;;x
c_blackforest_plateau;Blackforest Plateau;;;;;;;;;;x
c_vertigo_verge;Vertigo Verge;;;;;;;;;;x
c_jeopardy_jungle;Jeopardy Jungle;;;;;;;;;;x
c_great_ape_lake;Great Ape Lake;;;;;;;;;;x
c_factory_hill;Factory Hill;;;;;;;;;;x
c_tin_can_valley;Tin Can Valley;;;;;;;;;;x
c_tightrope_tropics;Tightrope Tropics;;;;;;;;;;x
c_stalagmite_caverns;Stalagmite Caverns;;;;;;;;;;x
c_ductline_flats;Ductline Flats;;;;;;;;;;x
c_lost_land;Lost Land;;;;;;;;;;x
c_bazaar_bay;Bazaar Bay;;;;;;;;;;x
c_funky_cove;Funky Cove;;;;;;;;;;x
c_bear_forest;Bear Forest;;;;;;;;;;x
c_bramble_headland;Bramble Headland;;;;;;;;;;x
c_barter_beach;Barter Beach;;;;;;;;;;x
c_banana_bird_lake;Banana Bird Lake;;;;;;;;;;x
c_lockjaw_falls;Lockjaw Falls;;;;;;;;;;x
c_kremling_kamp;Kremling Kamp;;;;;;;;;;x
c_neckys_canyon;Necky Canyon;;;;;;;;;;x
c_cactus_woods;Cactus Woods;;;;;;;;;;x
c_madcap_mine;Madcap Mine;;;;;;;;;;x
c_banana_bungalow;Banana Bungalow;;;;;;;;;;x
c_tropical_treetops;Tropical Treetops;;;;;;;;;;x
c_contraption_cave;Contraption Cave;;;;;;;;;;x
c_puzzling_pyramid;Puzzling Pyramid;;;;;;;;;;x
c_jungle_ruins;Jungle Ruins;;;;;;;;;;x
c_treetop_temple;Treetop Hallows;;;;;;;;;;x
c_banana_ruins;Banana Ruins;;;;;;;;;;x
c_dino_dino_jungle;Dino-Dino Jungle;;;;;;;;;;x
c_jumpy_jungle;Jumpy Jungle;;;;;;;;;;x
c_forbidden_forest;Forbidden Forest;;;;;;;;;;x
c_forbidden_forest_ghost_house;Forbidden Forest Ghost House;;;;;;;;;;x
c_mount_dynamite;Mount Dynamite;;;;;;;;;;x
c_scorching_canyon;Scorching Canyon;;;;;;;;;;x
c_mammoth_glacier;Mammoth Glacier;;;;;;;;;;x
c_parched_palace;Parched Palace;;;;;;;;;;x
c_alpine_peak;Alpine Peak;;;;;;;;;;x
c_bear_pines;Bear Pines;;;;;;;;;;x
c_grizzly_woods;Grizzly Woods;;;;;;;;;;x
c_salmon_hill;Salmon Hill;;;;;;;;;;x
c_trout_river_bend;Trout Riverbend;;;;;;;;;;x
c_salmon_shoreline;Salmon Shoreline
c_banana_bird_bay;Banana Bird Bay;;;;;;;;;;x
c_rocky_heights;Rocky Heights;;;;;;;;;;x
c_salty_shore;Salty Shore;;;;;;;;;;x
c_bear_mountain;Bear Mountain;;;;;;;;;;x
c_rough_scrubland;Rough Scrubland;;;;;;;;;;x
c_monkey_marsh;Monkey Marsh;;;;;;;;;;x
c_screaming_peaks;Screaming Peaks;;;;;;;;;;x
c_fishers_coast;Fisher's Coast;;;;;;;;;;x
c_eastern_lowlands;Eastern Lowlands;;;;;;;;;;x
c_sherbert_island;Orange Sherbert Island;;;;;;;;;;x
c_snowflake_mountain;Snowflake Mountain;;;;;;;;;;x
c_dino_domain;The Dino Domain;;;;;;;;;;x
c_dragon_forest;Dragon Forest;;;;;;;;;;x
c_taj_falls;Taj Falls;;;;;;;;;;x
c_timber_mountains;Timber Mountains;;;;;;;;;;x
c_timber_hills;Timber Hills;;;;;;;;;;x
c_wavy_beach;Wavy Beach
c_gleam_glacier;Gleam Glacier;;;;;;;;;;x
c_shriek_mansion;Shriek Mansion;;;;;;;;;;x
c_ladida_plains;Ladida Plains;;;;;;;;;;x
c_hoos_wood;Hoo's Woods
c_fury_volcano;Fury Volcano;;;;;;;;;;x
c_bowsers_villa;Bowser's Villa;;;;;;;;;;x
c_lost_mangroves;Lost Mangroves;;;;;;;;;;x
c_autumn_heights;Autumn Heights;;;;;;;;;;x
c_groovy_grassland;Groovy Grassland;;;;;;;;;;x
c_flashfire_fields;Flashfire Fields;;;;;;;;;;x
c_sea_breeze_cove;Sea Breeze Cove;;;;;;;;;;x
c_harvest_hill;Harvest Hill;;;;;;;;;;x
c_fruit_forest;Fruit Forest;;;;;;;;;;x
c_beehive_hill;Beehive Hill;;;;;;;;;;x
c_juicy_jungle;Juicy Jungle;;;;;;;;;;x
c_secret_seclusion;Secret Seclusion;;;;;;;;;;x
c_warios_island;Wario Island;;;;;;;;;;x
c_waluigis_island;Waluigi Island;;;;;;;;;;x
c_piillo_blimport;Pi'illo Zeppelin Air Base;;;;;;;;;;x
c_piillo_castle;Pi'illo Castle;;;;;;;;;;x
c_muchrise_park;Muchrise;;;;;;;;;;x
c_dozing_sands;Dozing Sands;;;;;;;;;;x
c_wakeport;Wakeport;;;;;;;;;;x
c_mount_pajamaja;Mount Pajamaja;;;;;;;;;;x
c_driftwood_shire;Driftwood Shore;;;;;;;;;;x
c_somnom_woods;Somnom Woods;;;;;;;;;;x
c_neo_bowser_castle;Neo-Bowser Castle;;;;;;;;;;x
c_baseball_plaza;Baseball Plaza;;;;;;;;;;x
c_dk_stadium;DK Stadium;;;;;;;;;;x
c_bowser_junior_castle;Bowser Junior's Rec Room;;;;;;;;;;x
c_yoshi_volcano;Yoshi Volcano;;;;;;;;;;x
c_snowy_hill;Snowy Hills;;;;;;;;;;x
c_dusty_savannah;Dusty Savannah;;;;;;;;;;x
